,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
83,Cinderella,130,"['Charlie Barnick', 'Melvin LaThomas Brimm', 'Darrio Donner']","['Rennie Cowan', 'Chance Taylor']","Los Angeles, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7547729/', 'name: Charlie Barnick', '}', '{', '@type: Person', 'url: /name/nm6432126/', 'name: Melvin LaThomas Brimm', '}', '{', '@type: Person', 'url: /name/nm8122650/', 'name: Darrio Donner', '}', '{', '@type: Person', 'url: /name/nm7375365/', 'name: Ebony Lanet', '}']","$25,000
            ",Not found,Not found,,18 April 2016 (USA)
84,Cinderella,90,"['Jimmy Jewel', 'Ben Warriss', 'Dickie Valentine']",Not found,"Wimbledon Theatre, London, England, UK",Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,26 December 1961 (UK)
85,Cinderella,Not found,"['Nazeni Hovhannisyan', 'Armen Markaryan', 'Davit Tadevosyan']",['Hrach Keshishyan'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4171935/', 'name: Nazeni Hovhannisyan', '}', '{', '@type: Person', 'url: /name/nm7816882/', 'name: Armen Markaryan', '}', '{', '@type: Person', 'url: /name/nm5417733/', 'name: Davit Tadevosyan', '}']",Not found,Not found,Not found,,1 January 2009 (Armenia)
86,Cinderella,90,"['Jimmy Tarbuck', 'Beryl Reid', 'Anita Harris']",['Peter Whitmore'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,25 December 1969 (UK)
87,Cinderella,Not found,['Raai Laxmi'],['Vinod Venkatesh'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm2843559/', 'name: Raai Laxmi', '}', 'director: {', '@type: Person', 'url: /name/nm10079112/', 'name: Vinod Venkatesh', '}']",Not found,Not found,Not found,,2018 (India)
88,Cinderella - IMDb</title>,Not found,"['Raai Laxmi', 'Sakshi Agarwal']",['Vinoo Venketesh'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2843559/', 'name: Raai Laxmi', '}', '{', '@type: Person', 'url: /name/nm6574241/', 'name: Sakshi Agarwal', '}']","INR30,000,000
            ",Not found,Not found,,Not found
89,Cinderella,52,"['Mary Pickford', 'Owen Moore', 'Isabel Vernon']",['James Kirkwood'],Not found,The Stepsister,0,"['Fantasy', 'Drama']",Not found,Not found,Not found,,28 December 1914 (USA)
90,Cinderella,74,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","$2,900,000
            ","$93,141,149","$95,126,535",G,4 March 1950 (USA)
91,Cinderella,Not found,Not found,Not found,Not found,Cenicienta,0,Not found,Not found,Not found,Not found,,1963 (UK)
92,Cinderella,84,"['Ginger Rogers', 'Walter Pidgeon', 'Celeste Holm']",['Charles S. Dubin'],"Studio 41, CBS Television City - 7800 Beverly Boulevard, Fairfax, Los Angeles, California, USA",Rodgers &amp; Hammerstein's Cinderella,0,"['Family', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,G,22 February 1965 (USA)
93,Cinderella,94,"['Cheryl Smith', 'Yana Nirvana', 'Marilyn Corwin']",['Michael Pataki'],Not found,Cinderella,0,"['Comedy', 'Musical']",Not found,Not found,Not found,R,May 1977 (USA)
94,Cinderella,88,"['Brandy Norwood', 'Bernadette Peters', 'Veanne Cox']",['Robert Iscove'],"Los Angeles, California, USA",Rodgers &amp; Hammerstein's Cinderella,0,"['Family', 'Fantasy', 'Musical', 'Romance']","$12,000,000
            ",Not found,Not found,G,2 November 1997 (USA)
95,Cinderella,90,"['Julie Andrews', 'Ilka Chase', 'Edie Adams']",['Ralph Nelson'],"CBS Studio 72, New York City, New York, USA",Rodgers and Hammerstein's Cinderella,3,"['Musical', 'Family', 'Comedy', 'Fantasy', 'Romance']",Not found,Not found,Not found,,31 March 1957 (USA)
96,Cinderella,95,"['Joan Warner', 'Christiane Delyne', 'Jeanne Fusier-Gir']",['Pierre Caron'],Not found,Cenicienta,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",Not found,Not found,Not found,,1 July 1937 (France)
97,Cinderella,83,"['Sharon Maughan', 'Gideon Turner', 'David Warner']",['Beeban Kidron'],"Castletown, Isle of Man",Cinderella,0,"['Drama', 'Fantasy', 'Romance']",Not found,Not found,Not found,TV-PG,17 December 2001 (USA)
98,Cinderella,90,"['Frank Skinner', 'Samantha Womack', 'Siân Phillips']",['Liddy Oldroyd'],"Brixton, London, England, UK",Cenicienta,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,2 January 2000 (UK)
99,Cinderella,102,"['Antoinette Sibley', 'Anthony Dowell', 'Frederick Ashton']",['John Vernon'],"London, England, UK",Not found,0,"['Fantasy', 'Music', 'Romance']",Not found,Not found,Not found,,25 December 1970 (UK)
100,Cinderella,Not found,['Vilma Santos'],Not found,Not found,Not found,0,"['Comedy', 'Drama', 'Fantasy']",Not found,Not found,Not found,,1974 (Philippines)
101,Cinderella,150,"['Vanessa Becerra', 'Jonas Hacker', 'Mary Dunleavy']",['Brad Dalton'],"San Jose, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm10544341/', 'name: Vanessa Becerra', '}', '{', '@type: Person', 'url: /name/nm10544342/', 'name: Jonas Hacker', '}', '{', '@type: Person', 'url: /name/nm1237607/', 'name: Mary Dunleavy', '}', '{', '@type: Person', 'url: /name/nm3574106/', 'name: Nathan Stark', '}']",Not found,Not found,Not found,,2018 (USA)
102,Cinderella,Not found,"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine']",['Kay Cannon'],"Blackpool, England, UK",Cinderella,0,"['Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,,5 February 2021 (USA)
103,Cinderella,60,"['Jay Berriman', 'Kevin Crease', 'Ian Fairweather']",Not found,"NWS 9, Tynte Street, North Adelaide, Adelaide, South Australia, Australia",The Wonderful Story of Cinderella,0,"['Family', 'Fantasy']",Not found,Not found,Not found,,23 December 1962 (Australia)
104,Cinderella,120,"['Peter Baillie', 'Heather Begg', 'Janice Copland']",['Robert L. Allnutt'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6897217/', 'name: Peter Baillie', '}', '{', '@type: Person', 'url: /name/nm0066717/', 'name: Heather Begg', '}', '{', '@type: Person', 'url: /name/nm11925014/', 'name: Janice Copland', '}', '{', '@type: Person', 'url: /name/nm11924908/', 'name: Diane Holmes', '}']",Not found,Not found,Not found,,12 May 1965 (Australia)
105,Cinderella,105,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1,"['Drama', 'Family', 'Fantasy', 'Romance']","$95,000,000
            ","$201,151,353","$542,351,353",PG,13 March 2015 (USA)
106,Cinderella,65,"['June Thorburn', 'John Fabian', 'Peter Sallis']",Not found,Not found,Not found,0,"['Drama', 'Family', 'Musical']",Not found,Not found,Not found,,26 December 1958 (UK)
107,Cinderella,120,"['Sally Ann Howes', 'Joy Nichols', 'Marten Tiffen']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0398141/', 'name: Sally Ann Howes', '}', '{', '@type: Person', 'url: /name/nm0629620/', 'name: Joy Nichols', '}', '{', '@type: Person', 'url: /name/nm1306816/', 'name: Marten Tiffen', '}', '{', '@type: Person', 'url: /name/nm0401323/', 'name: Jack Hulbert', '}']",Not found,Not found,Not found,,26 December 1950 (UK)
108,Cinderella - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Drama', 'Fantasy', 'Romance']",Not found,Not found,Not found,,Not found
109,Cinderella,120,"['Anna Tysgankova', 'Matthew Golding']",['Jeff Tudor'],"Amsterdam, Netherlands",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3669708/', 'name: Anna Tysgankova', '}', '{', '@type: Person', 'url: /name/nm4247416/', 'name: Matthew Golding', '}']",Not found,Not found,Not found,,2 May 2013 (UK)
110,Cinderella,Not found,"['John Gatrell', 'Margaret Carter', 'W.S. Percy']",Not found,Not found,Not found,0,"['Drama', 'Family']",Not found,Not found,Not found,,19 January 1937 (UK)
111,Cinderella,87,Not found,['Riccardo Corradi'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm1388924/', 'name: Riccardo Corradi', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0180664/', 'name: Orlando Corradi', '}', '{', '@type: Organization', 'url: /company/co0084109/', '}', '{', '@type: Organization', 'url: /company/co0048904/', '}']",Not found,Not found,Not found,,1995 (Italy)
112,Cinderella,113,"['Mangesh Desai', 'Vinit Bonde', 'Janardhan Parab']",['Kiran Nakti'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4369895/', 'name: Mangesh Desai', '}', '{', '@type: Person', 'url: /name/nm8063245/', 'name: Vinit Bonde', '}', '{', '@type: Person', 'url: /name/nm2001246/', 'name: Janardhan Parab', '}', '{', '@type: Person', 'url: /name/nm2509394/', 'name: Ganesh Mayekar', '}']",Not found,Not found,Not found,,Not found
113,Cinderella,130,"['Charlie Barnick', 'Melvin LaThomas Brimm', 'Darrio Donner']","['Rennie Cowan', 'Chance Taylor']","Los Angeles, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7547729/', 'name: Charlie Barnick', '}', '{', '@type: Person', 'url: /name/nm6432126/', 'name: Melvin LaThomas Brimm', '}', '{', '@type: Person', 'url: /name/nm8122650/', 'name: Darrio Donner', '}', '{', '@type: Person', 'url: /name/nm7375365/', 'name: Ebony Lanet', '}']","$25,000
            ",Not found,Not found,,18 April 2016 (USA)
114,Cinderella,90,"['Jimmy Jewel', 'Ben Warriss', 'Dickie Valentine']",Not found,"Wimbledon Theatre, London, England, UK",Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,26 December 1961 (UK)
115,Cinderella,Not found,"['Nazeni Hovhannisyan', 'Armen Markaryan', 'Davit Tadevosyan']",['Hrach Keshishyan'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4171935/', 'name: Nazeni Hovhannisyan', '}', '{', '@type: Person', 'url: /name/nm7816882/', 'name: Armen Markaryan', '}', '{', '@type: Person', 'url: /name/nm5417733/', 'name: Davit Tadevosyan', '}']",Not found,Not found,Not found,,1 January 2009 (Armenia)
116,Cinderella,90,"['Jimmy Tarbuck', 'Beryl Reid', 'Anita Harris']",['Peter Whitmore'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,25 December 1969 (UK)
117,Cinderella,Not found,['Raai Laxmi'],['Vinod Venkatesh'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm2843559/', 'name: Raai Laxmi', '}', 'director: {', '@type: Person', 'url: /name/nm10079112/', 'name: Vinod Venkatesh', '}']",Not found,Not found,Not found,,2018 (India)
118,Cinderella - IMDb</title>,Not found,"['Raai Laxmi', 'Sakshi Agarwal']",['Vinoo Venketesh'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2843559/', 'name: Raai Laxmi', '}', '{', '@type: Person', 'url: /name/nm6574241/', 'name: Sakshi Agarwal', '}']","INR30,000,000
            ",Not found,Not found,,Not found
119,Cinderella,52,"['Mary Pickford', 'Owen Moore', 'Isabel Vernon']",['James Kirkwood'],Not found,The Stepsister,0,"['Fantasy', 'Drama']",Not found,Not found,Not found,,28 December 1914 (USA)
120,Cinderella,74,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","$2,900,000
            ","$93,141,149","$95,126,535",G,4 March 1950 (USA)
121,Cinderella,Not found,Not found,Not found,Not found,Cenicienta,0,Not found,Not found,Not found,Not found,,1963 (UK)
122,Cinderella,84,"['Ginger Rogers', 'Walter Pidgeon', 'Celeste Holm']",['Charles S. Dubin'],"Studio 41, CBS Television City - 7800 Beverly Boulevard, Fairfax, Los Angeles, California, USA",Rodgers &amp; Hammerstein's Cinderella,0,"['Family', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,G,22 February 1965 (USA)
123,Cinderella,94,"['Cheryl Smith', 'Yana Nirvana', 'Marilyn Corwin']",['Michael Pataki'],Not found,Cinderella,0,"['Comedy', 'Musical']",Not found,Not found,Not found,R,May 1977 (USA)
124,Cinderella,88,"['Brandy Norwood', 'Bernadette Peters', 'Veanne Cox']",['Robert Iscove'],"Los Angeles, California, USA",Rodgers &amp; Hammerstein's Cinderella,0,"['Family', 'Fantasy', 'Musical', 'Romance']","$12,000,000
            ",Not found,Not found,G,2 November 1997 (USA)
125,Cinderella,90,"['Julie Andrews', 'Ilka Chase', 'Edie Adams']",['Ralph Nelson'],"CBS Studio 72, New York City, New York, USA",Rodgers and Hammerstein's Cinderella,3,"['Musical', 'Family', 'Comedy', 'Fantasy', 'Romance']",Not found,Not found,Not found,,31 March 1957 (USA)
126,Cinderella,95,"['Joan Warner', 'Christiane Delyne', 'Jeanne Fusier-Gir']",['Pierre Caron'],Not found,Cenicienta,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",Not found,Not found,Not found,,1 July 1937 (France)
127,Cinderella,83,"['Sharon Maughan', 'Gideon Turner', 'David Warner']",['Beeban Kidron'],"Castletown, Isle of Man",Cinderella,0,"['Drama', 'Fantasy', 'Romance']",Not found,Not found,Not found,TV-PG,17 December 2001 (USA)
128,Cinderella,90,"['Frank Skinner', 'Samantha Womack', 'Siân Phillips']",['Liddy Oldroyd'],"Brixton, London, England, UK",Cenicienta,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,2 January 2000 (UK)
129,Cinderella,102,"['Antoinette Sibley', 'Anthony Dowell', 'Frederick Ashton']",['John Vernon'],"London, England, UK",Not found,0,"['Fantasy', 'Music', 'Romance']",Not found,Not found,Not found,,25 December 1970 (UK)
130,Cinderella,Not found,['Vilma Santos'],Not found,Not found,Not found,0,"['Comedy', 'Drama', 'Fantasy']",Not found,Not found,Not found,,1974 (Philippines)
131,Cinderella,150,"['Vanessa Becerra', 'Jonas Hacker', 'Mary Dunleavy']",['Brad Dalton'],"San Jose, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm10544341/', 'name: Vanessa Becerra', '}', '{', '@type: Person', 'url: /name/nm10544342/', 'name: Jonas Hacker', '}', '{', '@type: Person', 'url: /name/nm1237607/', 'name: Mary Dunleavy', '}', '{', '@type: Person', 'url: /name/nm3574106/', 'name: Nathan Stark', '}']",Not found,Not found,Not found,,2018 (USA)
132,Cinderella,Not found,"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine']",['Kay Cannon'],"Blackpool, England, UK",Cinderella,0,"['Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,,5 February 2021 (USA)
133,Cinderella,60,"['Jay Berriman', 'Kevin Crease', 'Ian Fairweather']",Not found,"NWS 9, Tynte Street, North Adelaide, Adelaide, South Australia, Australia",The Wonderful Story of Cinderella,0,"['Family', 'Fantasy']",Not found,Not found,Not found,,23 December 1962 (Australia)
134,Cinderella,120,"['Peter Baillie', 'Heather Begg', 'Janice Copland']",['Robert L. Allnutt'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6897217/', 'name: Peter Baillie', '}', '{', '@type: Person', 'url: /name/nm0066717/', 'name: Heather Begg', '}', '{', '@type: Person', 'url: /name/nm11925014/', 'name: Janice Copland', '}', '{', '@type: Person', 'url: /name/nm11924908/', 'name: Diane Holmes', '}']",Not found,Not found,Not found,,12 May 1965 (Australia)
135,Cinderella,105,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1,"['Drama', 'Family', 'Fantasy', 'Romance']","$95,000,000
            ","$201,151,353","$542,351,353",PG,13 March 2015 (USA)
136,Cinderella,65,"['June Thorburn', 'John Fabian', 'Peter Sallis']",Not found,Not found,Not found,0,"['Drama', 'Family', 'Musical']",Not found,Not found,Not found,,26 December 1958 (UK)
137,Cinderella,120,"['Sally Ann Howes', 'Joy Nichols', 'Marten Tiffen']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0398141/', 'name: Sally Ann Howes', '}', '{', '@type: Person', 'url: /name/nm0629620/', 'name: Joy Nichols', '}', '{', '@type: Person', 'url: /name/nm1306816/', 'name: Marten Tiffen', '}', '{', '@type: Person', 'url: /name/nm0401323/', 'name: Jack Hulbert', '}']",Not found,Not found,Not found,,26 December 1950 (UK)
138,Cinderella - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Drama', 'Fantasy', 'Romance']",Not found,Not found,Not found,,Not found
139,Cinderella,120,"['Anna Tysgankova', 'Matthew Golding']",['Jeff Tudor'],"Amsterdam, Netherlands",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3669708/', 'name: Anna Tysgankova', '}', '{', '@type: Person', 'url: /name/nm4247416/', 'name: Matthew Golding', '}']",Not found,Not found,Not found,,2 May 2013 (UK)
140,Cinderella,Not found,"['John Gatrell', 'Margaret Carter', 'W.S. Percy']",Not found,Not found,Not found,0,"['Drama', 'Family']",Not found,Not found,Not found,,19 January 1937 (UK)
141,Cinderella,87,Not found,['Riccardo Corradi'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm1388924/', 'name: Riccardo Corradi', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0180664/', 'name: Orlando Corradi', '}', '{', '@type: Organization', 'url: /company/co0084109/', '}', '{', '@type: Organization', 'url: /company/co0048904/', '}']",Not found,Not found,Not found,,1995 (Italy)
142,Cinderella,113,"['Mangesh Desai', 'Vinit Bonde', 'Janardhan Parab']",['Kiran Nakti'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4369895/', 'name: Mangesh Desai', '}', '{', '@type: Person', 'url: /name/nm8063245/', 'name: Vinit Bonde', '}', '{', '@type: Person', 'url: /name/nm2001246/', 'name: Janardhan Parab', '}', '{', '@type: Person', 'url: /name/nm2509394/', 'name: Ganesh Mayekar', '}']",Not found,Not found,Not found,,Not found
143,Cinderella,130,"['Charlie Barnick', 'Melvin LaThomas Brimm', 'Darrio Donner']","['Rennie Cowan', 'Chance Taylor']","Los Angeles, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7547729/', 'name: Charlie Barnick', '}', '{', '@type: Person', 'url: /name/nm6432126/', 'name: Melvin LaThomas Brimm', '}', '{', '@type: Person', 'url: /name/nm8122650/', 'name: Darrio Donner', '}', '{', '@type: Person', 'url: /name/nm7375365/', 'name: Ebony Lanet', '}']","$25,000
            ",Not found,Not found,,18 April 2016 (USA)
144,Cinderella,90,"['Jimmy Jewel', 'Ben Warriss', 'Dickie Valentine']",Not found,"Wimbledon Theatre, London, England, UK",Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,26 December 1961 (UK)
145,Cinderella,Not found,"['Nazeni Hovhannisyan', 'Armen Markaryan', 'Davit Tadevosyan']",['Hrach Keshishyan'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4171935/', 'name: Nazeni Hovhannisyan', '}', '{', '@type: Person', 'url: /name/nm7816882/', 'name: Armen Markaryan', '}', '{', '@type: Person', 'url: /name/nm5417733/', 'name: Davit Tadevosyan', '}']",Not found,Not found,Not found,,1 January 2009 (Armenia)
146,Cinderella,90,"['Jimmy Tarbuck', 'Beryl Reid', 'Anita Harris']",['Peter Whitmore'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,25 December 1969 (UK)
147,Cinderella,Not found,['Raai Laxmi'],['Vinod Venkatesh'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm2843559/', 'name: Raai Laxmi', '}', 'director: {', '@type: Person', 'url: /name/nm10079112/', 'name: Vinod Venkatesh', '}']",Not found,Not found,Not found,,2018 (India)
148,Cinderella - IMDb</title>,Not found,"['Raai Laxmi', 'Sakshi Agarwal']",['Vinoo Venketesh'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2843559/', 'name: Raai Laxmi', '}', '{', '@type: Person', 'url: /name/nm6574241/', 'name: Sakshi Agarwal', '}']","INR30,000,000
            ",Not found,Not found,,Not found
149,Cinderella,52,"['Mary Pickford', 'Owen Moore', 'Isabel Vernon']",['James Kirkwood'],Not found,The Stepsister,0,"['Fantasy', 'Drama']",Not found,Not found,Not found,,28 December 1914 (USA)
