,Unnamed: 0,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
82,82,The AristoCats,78,"['Phil Harris', 'Eva Gabor', 'Sterling Holloway']",['Wolfgang Reitherman'],"Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",The AristoCats,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical']","$4,000,000
            ","$35,452,658","$35,459,543",G,24 December 1970 (USA)
83,83,The Prom,Not found,"['Nicole Kidman', 'Meryl Streep', 'Kerry Washington']",['Ryan Murphy'],"Orpheum Theater - 842 South Broadway, Downtown, Los Angeles, California, USA",The Prom,0,"['Comedy', 'Musical']",Not found,Not found,Not found,PG-13,11 December 2020 (USA)
84,84,Newsies,121,"['Christian Bale', 'Bill Pullman', 'Robert Duvall']",['Kenny Ortega'],"Burbank, California, USA",Newsies,0,"['Drama', 'Family', 'History', 'Musical']","$15,000,000
            ","$2,819,485","$2,819,485",PG,10 April 1992 (USA)
85,85,Rock of Ages,123,"['Julianne Hough', 'Diego Boneta', 'Tom Cruise']",['Adam Shankman'],"Miami, Florida, USA",Rock of Ages,0,"['Comedy', 'Drama', 'Musical', 'Romance']","$75,000,000
            ","$38,518,613","$59,418,613",PG-13,15 June 2012 (USA)
86,86,Cinderella,74,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","$2,900,000
            ","$93,141,149","$95,126,535",G,4 March 1950 (USA)
87,87,My Fair Lady,170,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']",['George Cukor'],"Backlot, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",My Fair Lady,0,"['Drama', 'Family', 'Musical', 'Romance']","$17,000,000
            ","$72,560,711","$72,661,442",G,25 December 1964 (USA)
88,88,A Goofy Movie,78,"['Bill Farmer', 'Jason Marsden', 'Jim Cummings']",['Kevin Lima'],"Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",A Goofy Movie,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical', 'Romance']","$18,000,000
            ","$35,348,597","$35,348,597",G,7 April 1995 (USA)
89,89,Cabaret,124,"['Liza Minnelli', 'Michael York', 'Helmut Griem']",['Bob Fosse'],"Biergarten, Bavaria, Germany",Cabaret,0,"['Drama', 'Musical']","$6,000,000
            ",Not found,Not found,PG,13 February 1972 (USA)
90,90,The Polar Express,100,"['Tom Hanks', 'Chris Coppola', 'Michael Jeter']",['Robert Zemeckis'],Arctic Ocean,The Polar Express: An IMAX 3D Experience,3,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","$165,000,000
            ","$187,224,490","$313,500,433",G,10 November 2004 (USA)
91,91,Sleeping Beauty,75,"['Mary Costa', 'Bill Shirley', 'Eleanor Audley']","['Clyde Geronimi', 'Les Clark']","Loire Valley, Loire, France",Sleeping Beauty,1,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","$6,000,000
            ","$51,600,000","$51,600,000",G,25 December 1959 (USA)
92,92,Cinderella,Not found,"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine']",['Kay Cannon'],"Blackpool, England, UK",Cinderella,0,"['Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,,5 February 2021 (USA)
93,93,Across the Universe,133,"['Evan Rachel Wood', 'Jim Sturgess', 'Joe Anderson']",['Julie Taymor'],"Museum of the City of New York - 1220 Fifth Avenue, Manhattan, New York City, New York, USA",All You Need Is Love,1,"['Drama', 'Fantasy', 'History', 'Music', 'Musical', 'Romance']","$45,000,000
            ","$24,602,291","$29,625,761",PG-13,12 October 2007 (USA)
94,94,Dear Evan Hansen - IMDb</title>,Not found,"['Amy Adams', 'Kaitlyn Dever', 'Julianne Moore']",['Stephen Chbosky'],"Los Angeles, California, USA",Dear Evan Hansen,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
95,95,Rent,135,"['Taye Diggs', 'Wilson Jermaine Heredia', 'Rosario Dawson']",['Chris Columbus'],"Alameda, California, USA",Rent,0,"['Drama', 'Musical', 'Romance']","$40,000,000
            ","$29,077,547","$31,670,620",PG-13,23 November 2005 (USA)
96,96,James and the Giant Peach,79,"['Paul Terry', 'Joanna Lumley', 'Pete Postlethwaite']",['Henry Selick'],"San Francisco, California, USA",James and the Giant Peach,1,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']","$38,000,000
            ","$28,946,127","$28,946,127",PG,12 April 1996 (USA)
97,97,Dancer in the Dark,140,"['Björk', 'Catherine Deneuve', 'David Morse']",['Lars von Trier'],"Arlington, Washington, USA",Dancer in the Dark,1,"['Crime', 'Drama', 'Musical']","$12,800,000
            ","$4,184,036","$40,031,879",R,6 October 2000 (USA)
98,98,Annie,118,"['Quvenzhané Wallis', 'Cameron Diaz', 'Jamie Foxx']",['Will Gluck'],"New York City, New York, USA",Annie,2,"['Comedy', 'Drama', 'Family', 'Musical']","$65,000,000
            ","$85,911,262","$136,853,506",PG,19 December 2014 (USA)
99,99,Peter Pan,77,"['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried']","['Clyde Geronimi', 'Wilfred Jackson']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Peter Pan,0,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']","$4,000,000
            ","$87,404,651","$87,404,651",G,5 February 1953 (USA)
100,100,Happy Feet,108,"['Elijah Wood', 'Brittany Murphy', 'Hugh Jackman']","['George Miller', 'Warren Coleman']","Fox Studios, Moore Park, Sydney, New South Wales, Australia",Happy Feet: The IMAX Experience,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Romance']","$100,000,000
            ","$198,000,317","$384,336,108",PG,17 November 2006 (USA)
101,101,Dangerous When Wet,95,"['Esther Williams', 'Fernando Lamas', 'Jack Carson']","['Charles Walters', 'Joseph Barbera']","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Dangerous When Wet,0,"['Animation', 'Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Approved,3 July 1953 (USA)
102,102,Fiddler on the Roof,181,"['Topol', 'Norma Crane', 'Leonard Frey']",['Norman Jewison'],"Gorica, Croatia",Fiddler on the Roof,0,"['Drama', 'Family', 'Musical', 'Romance']","$9,000,000
            ","$10,404,330","$10,404,330",G,3 November 1971 (USA)
103,103,UglyDolls,87,"['Kelly Clarkson', 'Nick Jonas', 'Janelle Monáe']",['Kelly Asbury'],"Los Angeles, California, USA",Ugly Dolls,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","$45,000,000
            ","$20,150,241","$32,450,241",PG,3 May 2019 (USA)
104,104,Alice in Wonderland,75,"['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn']","['Clyde Geronimi', 'Wilfred Jackson']","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",Alice in Wonderland,1,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']","$3,000,000
            ",Not found,Not found,G,14 September 1951 (USA)
105,105,All That Jazz,123,"['Roy Scheider', 'Jessica Lange', 'Ann Reinking']",['Bob Fosse'],"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",All That Jazz,0,"['Drama', 'Music', 'Musical']",Not found,"$37,823,676","$37,823,676",R,20 December 1979 (USA)
106,106,Pinocchio,88,"['Dickie Jones', 'Christian Rub', 'Mel Blanc']","['Norman Ferguson', 'T. Hee']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Pinocchio,0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","$2,600,000
            ","$84,254,167","$121,892,045",G,23 February 1940 (USA)
107,107,Smallfoot,96,"['Channing Tatum', 'James Corden', 'Zendaya']","['Karey Kirkpatrick', 'Jason Reisig']",Not found,Smallfoot,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","$80,000,000
            ","$83,240,103","$214,040,103",PG,28 September 2018 (USA)
108,108,High School Musical 3,112,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale']",['Kenny Ortega'],"East High School - 840 S 1300 E, Salt Lake City, Utah, USA",Haunted High School Musical,0,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']","$11,000,000
            ","$90,559,416","$252,909,177",G,24 October 2008 (USA)
109,109,Military Wives,112,"['Kristin Scott Thomas', 'Sharon Horgan', 'Emma Lowndes']",['Peter Cattaneo'],Not found,Military Wives,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,"$4,070,904",PG-13,22 May 2020 (USA)
110,110,David Byrne's American Utopia,105,"['David Byrne', 'Chris Giarmo', 'Angie Swan']",['Spike Lee'],Not found,David Byrne's American Utopia,0,"['Documentary', 'Music', 'Musical']",Not found,Not found,Not found,,17 October 2020 (USA)
111,111,Tommy,111,"['Roger Daltrey', 'Ann-Margret', 'Oliver Reed']",['Ken Russell'],"Lee International Studios, Kensal Road, Kensal Town, London, England, UK",Tommy: The Movie,2,"['Drama', 'Musical']","$5,000,000
            ","$34,251,525","$34,272,986",PG,26 March 1975 (UK)
112,112,Walking on Sunshine,97,"['Annabel Scholey', 'Giulio Berruti', 'Greg Wise']","['Max Giwa', 'Dania Pasquini']","Nardo, Apulia, Italy",Walking on Sunshine,0,"['Comedy', 'Drama', 'Musical', 'Romance']",Not found,Not found,"$4,721,182",Not Rated,29 May 2015 (USA)
113,113,Tenacious D in the Pick of Destiny,93,"['Jack Black', 'Kyle Gass', 'JR Reed']",['Liam Lynch'],"Halfway House Cafe - 15564 Sierra Highway, Santa Clarita, California, USA",Tenacious D in the Pick of Destiny,0,"['Adventure', 'Comedy', 'Music', 'Musical']","$20,000,000
            ","$8,334,575","$13,939,963",R,22 November 2006 (USA)
114,114,School Daze,121,"['Laurence Fishburne', 'Giancarlo Esposito', 'Tisha Campbell-Martin']",['Spike Lee'],"Atlanta, Georgia, USA",School Daze,0,"['Comedy', 'Drama', 'Musical']","$6,500,000
            ","$14,545,844","$14,545,844",R,12 February 1988 (USA)
115,115,Bedknobs and Broomsticks,117,"['Angela Lansbury', 'David Tomlinson', 'Roddy McDowall']","['Robert Stevenson', 'Ward Kimball']","Dorset, England, UK",Bedknobs and Broomsticks: 25th Anniversary Special Edition,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","$20,000,000
            ",Not found,Not found,G,13 December 1971 (USA)
116,116,The Muppet Movie,95,"['Jim Henson', 'Frank Oz', 'Jerry Nelson']",['James Frawley'],"Santa Clarita, California, USA",The Muppet Movie,2,"['Adventure', 'Comedy', 'Family', 'Musical']",Not found,"$65,810,475","$65,810,475",G,22 June 1979 (USA)
117,117,Nine,118,"['Daniel Day-Lewis', 'Marion Cotillard', 'Penélope Cruz']",['Rob Marshall'],Italy,Untitled Rob Marshall Project,4,"['Drama', 'Musical', 'Romance']","$80,000,000
            ","$19,676,965","$54,004,950",PG-13,25 December 2009 (USA)
118,118,Muppets Most Wanted,107,"['Ricky Gervais', 'Ty Burrell', 'Tina Fey']",['James Bobin'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",The Muppets 2,0,"['Adventure', 'Comedy', 'Crime', 'Family', 'Musical', 'Mystery']","$50,000,000
            ","$51,183,113","$80,383,113",PG,21 March 2014 (USA)
119,119,Sgt. Pepper's Lonely Hearts Club Band,113,"['Peter Frampton', 'Barry Gibb', 'Robin Gibb']",['Michael Schultz'],"Century City, Los Angeles, California, USA",Sgt. Pepper's Lonely Hearts Club Band,0,"['Adventure', 'Comedy', 'Fantasy', 'Musical']","$18,000,000
            ","$20,378,470","$20,378,470",PG,24 July 1978 (USA)
120,120,Pete's Dragon,128,"['Sean Marshall', 'Helen Reddy', 'Jim Dale']","['Don Chaffey', 'Don Bluth']","Santa Clarita, California, USA",Pete's Dragon,2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","$10,000,000
            ","$39,588,000","$39,588,000",G,3 November 1977 (USA)
121,121,"South Park: Bigger, Longer &amp; Uncut",81,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman']",['Trey Parker'],Not found,South Park Saves the World,1,"['Animation', 'Comedy', 'Fantasy', 'Musical']","$21,000,000
            ","$52,037,603","$83,137,603",R,30 June 1999 (USA)
122,122,History of the World: Part I,92,"['Mel Brooks', 'Gregory Hines', 'Dom DeLuise']",['Mel Brooks'],"Caesars Palace - 3570 Las Vegas Boulevard South, Las Vegas, Nevada, USA",Mel Brooks' History of the World: Part 1,0,"['Comedy', 'History', 'Musical']","$11,000,000
            ","$31,672,907","$31,672,907",R,12 June 1981 (USA)
123,123,Paint Your Wagon,164,"['Lee Marvin', 'Clint Eastwood', 'Jean Seberg']",['Joshua Logan'],"Wallona National Forest, Baker, Oregon, USA",Paint Your Wagon,1,"['Comedy', 'Drama', 'Musical', 'Romance', 'Western']","$20,000,000
            ","$14,500,000","$14,500,000",PG-13,15 October 1969 (USA)
124,124,Little Shop of Horrors - IMDb</title>,Not found,"['Scarlett Johansson', 'Chris Evans', 'Taron Egerton']",['Greg Berlanti'],Not found,Little Shop of Horrors,0,"['Comedy', 'Horror', 'Musical', 'Sci-Fi']",Not found,Not found,Not found,,Not found
125,125,Repo! The Genetic Opera,98,"['Paul Sorvino', 'Anthony Head', 'Alexa PenaVega']",['Darren Lynn Bousman'],"Cinespace Film Studios, Toronto, Ontario, Canada",Repo! The Genetic Opera,0,"['Horror', 'Musical', 'Sci-Fi']","$8,500,000
            ","$146,750","$188,126",R,20 November 2008 (Czech Republic)
126,126,The Book of Life,95,"['Diego Luna', 'Zoe Saldana', 'Channing Tatum']",['Jorge R. Gutiérrez'],Not found,The Day of the Dead,1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","$50,000,000
            ","$50,151,543","$99,783,556",PG,17 October 2014 (USA)
127,127,Xanadu,96,"['Olivia Newton-John', 'Gene Kelly', 'Michael Beck']",['Robert Greenwald'],"Pan-Pacific Auditorium - 7600 W. Beverly Boulevard, Fairfax, Los Angeles, California, USA",Xanadu,0,"['Fantasy', 'Musical', 'Romance']","$20,000,000
            ","$22,762,571","$22,762,571",PG,8 August 1980 (USA)
128,128,PK,153,"['Aamir Khan', 'Anushka Sharma', 'Sanjay Dutt']",['Rajkumar Hirani'],"Rajasthan, India",PK,0,"['Comedy', 'Drama', 'Musical', 'Sci-Fi']",Not found,"$10,616,104","$100,370,104",Not Rated,19 December 2014 (India)
129,129,"Hello, Dolly!",146,"['Barbra Streisand', 'Walter Matthau', 'Michael Crawford']",['Gene Kelly'],"Metro-North Station, Poughkeepsie, New York, USA","Ernest Lehman's Production of Hello, Dolly!",0,"['Adventure', 'Comedy', 'Musical', 'Romance']","$25,000,000
            ","$400,881","$400,881",G,16 December 1969 (USA)
130,130,Jesus Christ Superstar,106,"['Ted Neeley', 'Carl Anderson', 'Yvonne Elliman']",['Norman Jewison'],"Avdat, Israel",Jesus Christ Superstar,1,"['Drama', 'History', 'Musical']",Not found,Not found,"$105,659",G,15 August 1973 (USA)
131,131,Strange Magic,99,"['Evan Rachel Wood', 'Elijah Kelley', 'Kristin Chenoweth']",['Gary Rydstrom'],Not found,Primrose,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Not found,"$12,429,583","$13,603,453",PG,23 January 2015 (USA)
132,132,The Sword in the Stone,79,"['Rickie Sorensen', 'Sebastian Cabot', 'Karl Swenson']","['Wolfgang Reitherman', 'Clyde Geronimi']",Not found,The Sword in the Stone,1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","$3,000,000
            ","$12,000,000","$12,000,000",G,21 June 1964 (USA)
133,133,Oliver &amp; Company,74,"['Joey Lawrence', 'Billy Joel', 'Cheech Marin']",['George Scribner'],"Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Oliver and the Dodger,1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical']","$31,000,000
            ","$74,151,346","$74,151,346",G,18 November 1988 (USA)
134,134,Bugsy Malone,93,"['Jodie Foster', 'Scott Baio', 'Florence Garland']",['Alan Parker'],"H Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Bugsy Malone,1,"['Comedy', 'Crime', 'Family', 'Musical']","GBP575,000
            ","$2,783,840","$2,789,127",G,15 September 1976 (USA)
135,135,Hair,121,"['John Savage', 'Treat Williams', ""Beverly D'Angelo""]",['Milos Forman'],"Barstow, California, USA",Hair,2,"['Comedy', 'Drama', 'Musical', 'Romance', 'War']","$11,000,000
            ","$15,284,643","$15,313,606",PG,15 March 1979 (USA)
136,136,The Great Mouse Detective,74,"['Vincent Price', 'Barrie Ingham', 'Val Bettin']","['Ron Clements', 'Burny Mattinson']",Not found,The Adventures of the Great Mouse Detective,0,"['Animation', 'Adventure', 'Family', 'Musical', 'Mystery']","$14,000,000
            ","$38,625,550","$38,625,550",G,2 July 1986 (USA)
137,137,Girl Crazy,99,"['Mickey Rooney', 'Judy Garland', 'Gil Stratton']","['Norman Taurog', 'Busby Berkeley']","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",When the Girls Meet the Boys,0,"['Comedy', 'Musical', 'Romance']","$1,140,850
            ",Not found,Not found,Passed,26 November 1943 (USA)
138,138,Hedwig and the Angry Inch,95,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask']",['John Cameron Mitchell'],"Ontario, Canada",Hedwig and the Angry Inch,1,"['Comedy', 'Drama', 'Music', 'Musical']","$6,000,000
            ","$3,067,312","$3,644,200",R,31 August 2001 (USA)
139,139,Playmobil: The Movie,99,"['Anya Taylor-Joy', 'Jim Gaffigan', 'Gabriel Bateman']",['Lino DiSalvo'],"Montreal, Quebec, Canada",Playmobil: The Movie,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","EUR63,000,000
            ","$1,115,008","$16,349,303",PG,6 December 2019 (USA)
140,140,An Affair to Remember,115,"['Cary Grant', 'Deborah Kerr', 'Richard Denning']",['Leo McCarey'],"Century City, Los Angeles, California, USA",Leo McCarey's An Affair to Remember,4,"['Drama', 'Musical', 'Romance']",Not found,Not found,"$1,854",Not Rated,19 July 1957 (USA)
141,141,All Dogs Go to Heaven,84,"['Dom DeLuise', 'Burt Reynolds', 'Judith Barsi']","['Don Bluth', 'Gary Goldman']",Not found,Canine Mysteries,0,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']","$13,800,000
            ","$27,100,027","$27,100,027",G,17 November 1989 (USA)
142,142,Quest for Camelot,86,"['Jessalyn Gilsig', 'Cary Elwes', 'Andrea Corr']",['Frederik Du Chau'],"Austin, Texas, USA",Quest for Camelot,1,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']","$40,000,000
            ","$22,510,798","$22,510,798",G,15 May 1998 (USA)
143,143,Guava Island,55,"['Donald Glover', 'Rihanna', 'Letitia Wright']",['Hiro Murai'],"Havana, Cuba",Guava Island,0,"['Comedy', 'Drama', 'Music', 'Musical', 'Thriller']",Not found,Not found,Not found,TV-MA,13 April 2019 (USA)
144,144,A Star Is Born,154,"['Judy Garland', 'James Mason', 'Jack Carson']",['George Cukor'],"Lancaster Hotel - 121 N. Flower Street, Bunker Hill, Downtown, Los Angeles, California, USA",A Star Is Born,6,"['Drama', 'Musical', 'Romance']","$5,019,770
            ","$4,335,968","$4,348,890",Passed,16 October 1954 (USA)
145,145,Funny Girl,151,"['Barbra Streisand', 'Omar Sharif', 'Kay Medford']",['William Wyler'],"Brooklyn Navy Yard, Brooklyn, New York City, New York, USA",Funny Girl,0,"['Biography', 'Comedy', 'Drama', 'Musical', 'Romance']","$14,100,000
            ","$52,223,306","$52,224,263",G,19 September 1968 (USA)
146,146,Hairspray,92,"['Sonny Bono', 'Ruth Brown', 'Divine']",['John Waters'],"Allentown, Pennsylvania, USA",White Lipstick,0,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']","$2,000,000
            ","$6,671,108","$6,671,108",PG,26 February 1988 (USA)
147,147,Kazaam,93,"[""Shaquille O'Neal"", 'Francis Capra', 'Ally Walker']",['Paul Michael Glaser'],"Brooklyn, New York City, New York, USA",Kazaam,0,"['Comedy', 'Family', 'Fantasy', 'Musical']","$20,000,000
            ","$18,937,262","$18,937,262",PG,17 July 1996 (USA)
148,148,Gentlemen Prefer Blondes,91,"['Jane Russell', 'Marilyn Monroe', 'Charles Coburn']",['Howard Hawks'],"MGM Studio Borehamwood London, England, UK",Howard Hawks' Gentlemen Prefer Blondes,0,"['Comedy', 'Musical', 'Romance']","$2,260,000
            ",Not found,$648,Approved,August 1953 (USA)
149,149,An American Tail,80,"['Dom DeLuise', 'Christopher Plummer', 'Erica Yohn']",['Don Bluth'],Not found,An American Tail,1,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Musical']",Not found,"$47,483,002","$84,557,295",G,21 November 1986 (USA)
150,150,Seven Brides for Seven Brothers,102,"['Jane Powell', 'Howard Keel', 'Jeff Richards']",['Stanley Donen'],"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Seven Brides for Seven Brothers,0,"['Comedy', 'Drama', 'Musical', 'Romance', 'Western']",Not found,Not found,Not found,Approved,6 August 1954 (USA)
